// <item_id>,<show_order>,<rarity>,<skill_A>,<skill_A_Lv_Bonus>,<skill_B>,<skill_B_Lv_Bonus>,<skill_C>,<skill_C_Lv_Bonus>,<HP_exp>,<Atk_exp>,<Def_exp>,<Matk_exp>,<Mdef_exp>,<Hit_exp>,<Flee_exp>,<Efficacy>,<Count>,<HP_Bonus>,<Atk_Bonus>,<Def_Bonus>,<Matk_Bonus>,<Mdef_Bonus>,<Hit_Bonus>,<Flee_Bonus>,<name>
// <物品ID>,<显示顺序>,<稀有度>,<技能A>,<技能A_Lv加成>,<技能B>,<技能B_Lv加成>,<技能C>,<技能C_Lv加成>,<封缄_HP>,<封缄_Atk>,<封缄_Def>,<封缄_Matk>,<封缄_Mdef>,<封缄_Hit>,<封缄_Flee>,<封缄_效果>,<封缄_回数>,<波动_HP>,<波动_Atk>,<波动_Def>,<波动_Matk>,<波动_Mdef>,<波动_Hit>,<波动_Flee>,<名称>
3501,58,R,0,0,0,0,0,0,1000,500,500,500,500,0,0,0,0,0,3,3,3,3,0,0,马斯提亚
3502,59,SR,0,0,0,0,0,0,1000,500,500,500,500,0,0,0,0,0,3,3,3,3,0,0,圣母之心
3503,60,SR,0,0,0,0,0,0,1000,500,500,500,500,0,0,0,0,0,4,4,4,4,0,0,斯蒂妮
3504,61,UR,0,0,0,0,0,0,1000,500,500,500,500,0,0,0,0,0,4,4,4,4,0,0,EU女仆王冠
3505,62,UR,0,0,0,0,0,0,10000,2000,2000,2000,2000,0,0,0,0,0,0,0,0,0,0,0,废柴王冠

3599,63,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的发饰

3601,64,UC,216,1,216,1,216,1,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,5,忍者足具
3602,65,R,182,9,182,5,182,1,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,10,0,不动之靴
3603,66,R,427,5,427,3,427,1,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,5,再动之靴
3604,67,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铸织之靴
3605,68,UR,423,9,423,7,423,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,涅卜鲁钢靴
3606,69,UR,427,9,427,7,427,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,猛牛角靴

3699,70,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的靴子
