// <item_id>,<show_order>,<rarity>,<skill_A>,<skill_A_Lv_Bonus>,<skill_B>,<skill_B_Lv_Bonus>,<skill_C>,<skill_C_Lv_Bonus>,<HP_exp>,<Atk_exp>,<Def_exp>,<Matk_exp>,<Mdef_exp>,<Hit_exp>,<Flee_exp>,<Efficacy>,<Count>,<HP_Bonus>,<Atk_Bonus>,<Def_Bonus>,<Matk_Bonus>,<Mdef_Bonus>,<Hit_Bonus>,<Flee_Bonus>,<name>
// <物品ID>,<显示顺序>,<稀有度>,<技能A>,<技能A_Lv加成>,<技能B>,<技能B_Lv加成>,<技能C>,<技能C_Lv加成>,<封缄_HP>,<封缄_Atk>,<封缄_Def>,<封缄_Matk>,<封缄_Mdef>,<封缄_Hit>,<封缄_Flee>,<封缄_效果>,<封缄_回数>,<波动_HP>,<波动_Atk>,<波动_Def>,<波动_Matk>,<波动_Mdef>,<波动_Hit>,<波动_Flee>,<名称>
1065,15,SR,432,9,432,7,432,5,0,0,0,3000,0,3500,0,0,0,0,0,0,8,0,0,0,赫克萨的歪杖
1066,16,UR,408,9,412,9,411,9,0,2000,0,9000,0,1500,0,0,0,0,0,0,0,0,0,0,梅特塞卡玛特的淫杖
1067,17,UC,0,0,422,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,加尔福短杖
1068,18,SR,425,9,425,7,425,5,0,0,0,2500,0,4000,0,0,0,0,0,0,6,0,0,0,媒介之歪杖
1069,19,UR,408,9,412,9,411,9,0,3000,0,8000,0,500,0,0,0,0,0,0,0,0,0,0,魔术公会之秘杖

1071,20,SR,423,9,423,7,423,5,0,4600,0,2500,0,3500,0,0,0,0,0,0,8,0,0,0,佩尔索亚神杖
1072,21,UR,408,9,412,9,411,9,0,5800,0,9000,0,1000,0,0,0,0,0,0,0,0,0,0,力天使的神杖

1081,22,SR,510,9,510,7,510,5,0,3000,0,5000,0,1000,0,0,0,0,0,0,6,0,0,0,双翼神杖
1082,23,UR,417,9,417,7,417,5,0,2800,0,7000,0,2000,0,0,0,0,0,0,8,0,0,0,究极之杖
1083,24,R,432,7,432,5,432,3,0,1400,0,2400,0,1500,0,0,0,0,0,0,0,0,0,0,魔术师的球杖
1084,25,SR,436,9,436,7,436,5,0,1400,0,6500,0,3000,0,0,0,0,0,0,5,0,0,0,珊海王的魔杖
1085,26,UR,433,9,433,7,433,5,0,3000,0,9900,0,5000,0,0,0,0,0,0,0,0,0,0,古莉修库的神杖

1091,27,C,435,7,435,5,435,3,0,2000,0,3000,0,2000,0,0,0,0,0,0,0,0,0,0,歪魔之杖
1092,28,SR,433,9,433,7,433,5,0,7700,0,7700,0,3000,0,0,0,0,0,0,0,0,0,0,欲望的圣杖
1093,29,UR,417,9,417,7,417,5,0,4000,0,9900,0,7000,0,0,0,0,0,0,0,0,0,0,歪姫秘杖

1099,30,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的杖

1101,31,C,0,0,422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铁槌
1102,32,R,412,2,411,2,416,2,1500,700,0,0,0,2000,0,0,0,0,2,0,0,0,0,0,战槌巴隆
1103,33,C,0,0,422,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,战士的铁槌
1104,34,UC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,秘银之槌
1105,35,R,423,3,422,3,424,3,1000,1000,0,0,0,2500,0,0,0,0,3,0,0,0,0,0,旋槌宾德
1106,36,C,0,0,427,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,嗡嗡号
1107,37,SR,423,4,422,4,506,4,3000,1400,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,爆槌布洛辛
1108,38,R,436,4,436,3,436,2,1000,800,0,0,0,3500,0,0,0,0,0,0,0,0,0,0,歪槌别西格
1109,39,UC,0,0,424,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,地龙牙槌
1110,40,R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,黄金槌
1111,41,UC,0,0,422,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,真红大铁槌
1112,42,SR,413,9,413,7,413,5,3000,2500,0,0,0,5000,0,0,0,0,10,0,0,0,0,0,王槌古拉塞斯塔
1113,43,UR,422,9,422,7,422,5,5000,11000,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,神槌卡鲁波涅尔

1122,44,C,0,0,439,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,罗查莉多的魔导槌
1123,45,SR,413,9,413,7,413,5,5000,4000,0,0,0,3000,0,0,0,0,8,0,0,0,0,0,爆锤布罗弗
1124,46,UR,453,9,453,7,453,5,8000,8000,0,0,0,5000,0,0,0,0,10,0,0,0,0,0,英锤涅卜鲁

1149,47,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的铁槌

1151,48,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铁剑
1152,49,C,0,0,428,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,暗隶属之剑
1153,50,R,423,2,422,2,424,2,0,400,0,200,0,2000,0,0,0,0,0,0,0,0,0,0,雷剑杜汉
1154,51,UC,0,0,423,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,蓝鹰骑士剑
1155,52,R,430,3,430,2,430,1,0,600,0,500,0,1500,0,0,0,0,2,0,1,0,0,0,冷气剑
1156,53,SR,411,3,408,3,409,3,0,1300,0,1300,0,2000,0,0,0,0,0,0,0,0,0,0,圣剑里赫特
1157,54,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,泽盖修
1158,55,SR,423,4,436,4,428,4,0,1400,0,1500,0,3000,0,0,0,0,0,0,0,0,0,0,封剑梅斯塔
1159,56,R,0,0,435,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,暗雾剑
1160,57,R,0,0,408,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,指引光明之剑
1161,58,UC,0,0,430,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,奥斯汀
1162,59,SR,408,9,408,7,408,5,0,2000,0,2000,0,2000,0,0,0,0,10,0,8,0,0,0,星剑法尔肯
1163,60,UR,423,9,423,7,423,5,0,8500,0,5500,0,2500,0,0,0,0,0,0,0,0,0,0,圣剑耶里斯迪亚
1164,61,UC,0,0,431,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,圣子末日
1165,62,SR,417,9,417,7,417,5,1500,3000,0,0,0,3000,0,0,0,0,5,0,0,0,0,0,地剑凯萨斯
1166,63,UR,503,9,503,7,503,5,3000,9000,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,魔剑哈梅伦
1167,64,C,412,3,412,2,412,1,0,500,0,500,0,2000,0,0,0,0,0,0,0,0,0,0,祝福之剑
1168,65,UR,423,7,423,5,423,3,0,2000,0,2000,0,2000,0,0,0,0,0,0,0,0,0,0,暴食剑巴尔
1169,66,C,0,0,0,0,0,0,0,500,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,废柴剑
1170,67,SR,425,9,425,7,425,5,0,2000,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,和刀一文字
1171,68,UR,423,9,423,7,423,5,0,6000,0,0,0,2500,0,0,0,0,8,0,8,0,0,0,瞬剑艾塞德
1172,69,R,423,7,423,5,423,3,0,3600,0,2800,0,4000,0,0,0,0,0,0,0,0,0,0,魔剑海谢拉
1173,70,SR,453,9,453,7,453,5,0,6000,0,4500,0,3000,0,0,0,0,0,0,0,0,0,0,天秤十字剑
1174,71,UR,423,9,423,7,423,5,0,16200,0,4200,0,10000,0,0,0,0,0,0,0,0,0,0,符文·海谢拉
1175,72,R,427,7,427,5,427,3,0,2800,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,琉米尔西洋剑
1176,73,SR,436,9,436,7,436,5,0,7400,0,0,0,5000,0,0,0,0,11,0,0,0,0,0,帝王之剑
1177,74,UR,427,9,427,7,427,5,0,12400,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,王族魔法剑

1199,75,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的剑

1201,76,C,0,0,422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,斯莱维
1202,77,C,0,0,409,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,焰形大剑
1203,78,R,410,3,409,3,403,3,0,500,0,0,0,1500,0,0,0,0,1,0,0,0,0,0,刚剑古兰茨
1204,79,UC,0,0,422,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,黑剑
1205,80,UC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,墨丁巨剑
1206,81,R,423,3,426,3,506,3,0,1000,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,巧剑谢拜特
1207,82,SR,423,4,422,4,506,4,0,1300,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,宝剑理维莱茵
1208,83,R,0,0,409,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,维恩扎迦
1209,84,R,436,3,436,2,436,1,0,1200,0,0,0,3000,0,0,0,0,3,0,0,0,0,0,封剑内维尔
1210,85,C,0,0,422,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,莱万汀
1211,86,UC,0,0,409,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,祸武剑
1212,87,SR,409,9,409,7,409,5,0,2400,0,0,0,5000,0,0,0,0,10,0,0,0,0,0,王剑古拉塞斯塔
1213,88,UR,422,9,422,7,422,5,0,9500,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,神剑兹赫露特
1214,89,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铸织斗剑
1215,90,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铸织地斗剑
1216,91,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铸织冰斗剑
1217,92,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铸织焰斗剑
1218,93,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铸织雷斗剑
1219,94,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铸织光斗剑
1220,95,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铸织暗斗剑
1221,96,C,422,2,422,1,422,1,0,500,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,生锈大剑
1222,97,SR,418,5,418,3,418,1,0,1800,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,乖剑依图乌斯
1223,98,C,0,0,440,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,黑剑·改
1224,99,SR,208,9,208,7,208,5,0,4000,0,0,0,2000,0,0,0,0,8,0,0,0,0,0,鬼剑基古扎尔
1225,100,UR,423,9,423,7,423,5,0,8000,0,0,0,5000,0,0,0,0,8,0,0,0,0,0,英剑海利簇姆
1226,101,R,453,9,453,7,453,5,0,5000,0,3000,0,2000,0,0,0,0,0,0,0,0,0,0,圣剑塞雷蒂业
1227,102,SR,454,9,454,7,454,5,0,6000,0,2000,0,4000,0,0,0,0,8,0,8,0,0,0,圣炎剑法拉米亚
1228,103,UR,417,9,417,7,417,5,0,8500,0,6000,0,5000,0,0,0,0,0,0,0,0,0,0,马兹忒利亚神剑

1249,104,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的大剑

1251,105,C,0,0,425,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,佩风伞
1252,106,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铁臂伞
1253,107,R,430,3,430,2,430,1,0,600,0,0,0,1500,500,0,0,0,2,0,0,0,0,0,名伞·刺雨
1254,108,UC,0,0,425,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,铁轴伞
1255,109,R,422,4,422,3,422,2,0,1000,0,0,0,2500,500,0,0,0,0,0,0,0,0,0,刚伞·大地
1256,110,UC,0,0,430,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,暗夜伞
1257,111,SR,423,4,425,4,506,4,0,1400,0,0,0,2000,1000,0,0,0,0,0,0,0,0,0,顶伞·雷光
1258,112,R,0,0,422,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,铁球伞
1259,113,UC,0,0,430,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,炎龙伞
1260,114,C,0,0,423,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,风神伞
1261,115,UC,0,0,425,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,雷神伞
1262,116,SR,415,9,415,7,415,5,0,2000,0,0,0,1500,1500,0,0,0,11,0,0,0,0,0,王伞·女帝
1263,117,UR,425,9,425,7,425,5,0,9500,0,0,0,6000,2500,0,0,0,0,0,0,0,0,0,神伞·飞燕
1264,118,SR,502,9,502,7,502,5,0,4000,0,0,0,4000,2000,0,0,0,10,0,0,0,0,0,渐伞·命切
1265,119,UR,423,9,423,7,423,5,0,8000,0,0,0,7000,3000,0,0,0,7,0,0,0,0,0,英伞·神威

1299,120,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的伞

1301,121,C,0,0,424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,贾维斯
1302,122,R,431,3,431,2,431,1,0,600,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,盗贼的宝轮
1303,123,C,0,0,428,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,影缝镖
1304,124,UC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,秘银镖
1305,125,R,413,3,416,3,402,3,0,1000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,哭璃的圆盘
1306,126,R,423,4,423,3,423,2,0,1200,0,0,0,1500,0,0,0,0,4,0,0,0,0,0,双刃宝轮
1307,127,SR,423,4,431,4,506,4,0,1500,0,0,0,2000,0,0,0,0,0,0,0,0,0,0,技巧者宝轮
1308,128,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,加布格罗
1309,129,UC,0,0,408,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,破术镖
1310,130,R,0,0,431,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,火花舞圆盘
1311,131,UC,0,0,425,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,暗界镖
1312,132,SR,416,9,416,7,416,5,0,2500,0,0,0,2000,0,0,0,0,4,0,0,0,0,0,盗贼王之宝轮
1313,133,UR,431,9,431,7,431,5,0,8500,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,暗光宝轮
1314,134,SR,427,9,427,7,427,5,0,5000,0,0,0,3000,0,0,0,0,7,0,0,0,0,0,菜德的宝轮
1315,135,UR,425,9,425,7,425,5,0,7000,0,0,0,5000,0,0,0,0,11,0,0,0,0,0,修德拉尔的宝轮
1316,136,C,428,7,428,5,428,3,0,3000,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,暗剑
1317,137,SR,427,9,427,7,427,5,0,7000,0,0,0,5000,0,0,0,0,10,0,0,0,0,0,忍刀那库亚
1318,138,UR,411,9,411,7,411,5,0,9900,0,0,0,10000,0,0,0,0,0,0,0,0,0,0,真实短剑

1349,139,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的圆盘

1351,140,C,0,0,428,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,木弓
1352,141,C,0,0,423,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,连射弓
1353,142,UC,0,0,428,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,深红之合成弓
1354,143,C,0,0,423,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,维勒弓
1355,144,R,417,3,401,3,402,3,0,1000,0,0,0,1500,0,0,0,0,2,0,0,0,0,0,暗影猎手的魔弓
1356,145,UC,0,0,423,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,森精旅弓
1357,146,UC,0,0,433,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,大地之弓
1358,147,SR,423,4,431,4,506,4,0,1500,0,0,0,4000,0,0,0,0,0,0,0,0,0,0,千里眼巧弓
1359,148,R,0,0,428,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,费内之弓
1360,149,R,425,5,425,3,425,1,0,2000,0,0,0,2500,0,0,0,0,5,0,0,0,0,0,魔弓泽欧
1361,150,UC,0,0,428,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,瑞贝帕露菲
1362,151,SR,401,9,401,7,401,5,0,2000,0,0,0,2500,0,0,0,0,5,0,0,0,0,0,古拉塞斯塔之王弓
1363,152,UR,428,9,428,7,428,5,0,9000,0,0,0,7000,0,0,0,0,0,0,0,0,0,0,狙击女王的神弓
1364,153,SR,431,9,431,7,431,5,0,4000,0,0,0,1000,0,0,0,0,13,0,0,0,0,0,先史文明琴弓
1365,154,UR,423,9,423,7,423,5,0,6300,0,0,0,2500,0,0,0,0,8,0,0,0,0,0,阿雷金英弓
1366,155,R,421,9,421,7,421,5,0,5000,0,3000,0,1500,0,0,0,0,0,0,0,0,0,0,伦西亚帕鲁弓
1367,156,SR,425,9,425,7,425,5,0,2000,0,6000,0,3000,0,0,0,0,8,0,8,0,0,0,神响圣弓
1368,157,UR,417,9,417,7,417,5,0,6000,0,8500,0,5000,0,0,0,0,0,0,0,0,0,0,天结神弓

1399,158,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的弓

1401,159,C,0,0,424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,法斯特
1402,160,UC,0,0,424,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,音律钢丝锯
1403,161,R,425,3,425,2,425,1,0,700,0,0,0,2000,0,0,0,0,2,0,0,0,0,0,铁钢手·凡
1404,162,C,0,0,424,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,魔焰钢丝锯
1405,163,SR,417,3,410,3,409,3,0,800,0,0,0,2000,0,0,0,0,4,0,0,0,0,0,暗钢手·夜
1406,164,SR,423,4,424,4,506,4,0,1500,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,巧钢手·里格尔
1407,165,UC,0,0,424,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,夸尔钢丝锯
1408,166,UC,0,0,427,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,布里茨钢丝锯
1409,167,C,0,0,410,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,凯兹钢丝锯
1410,168,R,0,0,424,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,库洛姆钢丝锯
1411,169,UC,0,0,408,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,厄莱钢丝锯
1412,170,SR,410,9,410,7,410,5,0,3000,0,0,0,5500,0,0,0,0,8,0,0,0,0,0,王钢手·修特罗姆
1413,171,UR,424,9,424,7,424,5,0,9500,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,神钢手·芙蕾雅
1414,172,SR,425,9,425,7,425,5,0,2500,0,0,0,7000,0,0,0,0,5,0,0,0,0,0,魔钢手·迪鲁塔
1415,173,UR,424,9,424,7,424,5,0,9500,0,0,0,6000,0,0,0,0,0,0,0,0,0,0,神钢手·利提特
1416,174,SR,436,9,436,7,436,5,0,4000,0,0,0,3000,0,0,0,0,4,0,0,0,0,0,鬼钢手·利泽
1417,175,UR,425,9,425,7,425,5,0,6600,0,0,0,7000,0,0,0,0,6,0,0,0,0,0,歪钢手·泽费盖尔

1449,176,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的钢丝锯

1451,177,C,0,0,424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,皮鞭
1452,178,R,423,3,423,2,423,1,0,600,0,800,0,1500,0,0,0,0,1,0,1,0,0,0,精灵雷鞭
1453,179,C,0,0,430,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,调教用鞭
1454,180,UC,0,0,424,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,水流之鞭
1455,181,R,417,3,414,3,403,3,0,1000,0,1400,0,2000,0,0,0,0,2,0,2,0,0,0,血染的双鞭
1456,182,UC,0,0,424,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,毒蛾之鞭
1457,183,SR,423,4,430,4,506,4,0,1500,0,1800,0,2000,0,0,0,0,0,0,0,0,0,0,原罪之破鞭
1458,184,UC,0,0,427,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,王女大人的鞭子
1459,185,R,430,5,430,4,430,3,0,1500,0,2000,0,2500,0,0,0,0,3,0,4,0,0,0,妖淫之缚鞭
1460,186,R,0,0,424,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,母豹之鞭
1461,187,UC,0,0,425,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,魔神之鞭
1462,188,SR,414,9,414,7,414,5,0,3000,0,2200,0,5000,0,0,0,0,6,0,4,0,0,0,进击的姫鞭
1463,189,UR,424,9,424,7,424,5,0,7600,0,8500,0,2500,0,0,0,0,0,0,0,0,0,0,暗冷之神鞭
1464,190,SR,424,9,424,7,424,5,0,4500,0,4000,0,3500,0,0,0,0,9,0,8,0,0,0,深渊歪鞭
1465,191,UR,423,9,423,7,423,5,0,6800,0,4000,0,5000,0,0,0,0,6,0,10,0,0,0,消姿英鞭

1499,192,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的鞭

1501,193,C,0,0,432,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,魔导傀儡·Ⅰ型
1502,194,C,0,0,432,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,魔导傀儡·Ⅱ型
1503,195,R,432,3,432,2,432,1,0,400,0,600,0,2000,0,0,0,0,0,0,2,0,0,0,魔导傀儡·魔法型
1504,196,C,0,0,405,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,魔导傀儡·Ⅲ型
1505,197,SR,423,3,426,3,506,3,0,1200,0,800,0,2000,0,0,0,0,2,0,2,0,0,0,魔导傀儡·战士型
1506,198,UC,0,0,432,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,魔导傀儡·Ⅳ型
1507,199,UC,0,0,405,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,魔导傀儡·Ⅴ型
1508,200,SR,417,4,432,4,409,4,0,900,0,1500,0,3000,0,0,0,0,0,0,0,0,0,0,魔导傀儡·斗神型
1509,201,C,0,0,405,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,魔导傀儡·Ⅵ型
1510,202,R,0,0,432,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,魔导傀儡·Ⅶ型
1511,203,UC,0,0,405,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,魔导傀儡·Ⅷ型
1512,204,SR,405,9,405,7,405,5,0,3000,0,2000,0,5000,0,0,0,0,4,0,6,0,0,0,魔导傀儡·王姫型
1513,205,UR,432,9,432,7,432,5,0,4500,0,8500,0,2000,0,0,0,0,0,0,0,0,0,0,魔导傀儡·女神型
1514,206,SR,425,9,425,7,425,5,0,4000,0,3000,0,3000,0,0,0,0,10,0,8,0,0,0,魔导傀儡·战极型
1515,207,UR,423,9,423,7,423,5,0,1000,0,7000,0,4000,0,0,0,0,8,0,8,0,0,0,魔导傀儡·魔极型

1549,208,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,毫无价值的魔导傀儡

1551,209,C,0,0,426,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,无印之壶
